w_static.py:2022-04-29 14:39:08,791:----------start-of-run----------
data_utils.py:2022-04-29 14:39:15,268:# all trajectories: 24694
trainer_bp.py:2022-04-29 14:39:22,670:Using 18520 instances for training
trainer_bp.py:2022-04-29 14:39:22,671:Using 6174 instances for validation
trainer_bp.py:2022-04-29 14:39:23,368:Epoch:  1
trainer_bp.py:2022-04-30 02:56:08,530:iteration: 100, baseline train loss 0.0010292162111833155
trainer_bp.py:2022-04-30 02:56:20,840:Iteration: 100, baseline val loss 0.0012026391344915263
trainer_bp.py:2022-04-30 02:56:27,786:iteration: 200, baseline train loss 0.0009481918549277943
trainer_bp.py:2022-04-30 02:56:39,968:Iteration: 200, baseline val loss 0.001214197546851853
trainer_bp.py:2022-04-30 02:56:46,805:iteration: 300, baseline train loss 0.0015809162731121827
trainer_bp.py:2022-04-30 02:56:59,079:Iteration: 300, baseline val loss 0.001177451165185162
trainer_bp.py:2022-04-30 02:57:05,893:iteration: 400, baseline train loss 0.0009462871666950008
trainer_bp.py:2022-04-30 02:57:18,108:Iteration: 400, baseline val loss 0.0011831233212815462
trainer_bp.py:2022-04-30 02:57:24,932:iteration: 500, baseline train loss 0.000967504388749065
trainer_bp.py:2022-04-30 02:57:37,133:Iteration: 500, baseline val loss 0.0012084195266082792
trainer_bp.py:2022-04-30 02:57:42,505:Epoch:  12
trainer_bp.py:2022-04-30 02:57:42,506:Early stop at epoch: 12
trainer_bp.py:2022-04-30 02:57:42,506:Early stop loss: 0.0011858602932103357, val loss: 0.0012084195266082792
data_utils.py:2022-04-30 02:57:43,172:# all trajectories: 6180
trainer_bp.py:2022-04-30 02:57:43,172:test_num_tasks = 6180
data_utils.py:2022-04-30 03:01:24,923:# all trajectories: 6180
trainer_bp.py:2022-04-30 03:01:24,923:test_num_tasks = 6180
trainer_bp.py:2022-04-30 03:06:11,794:-----params-----
trainer_bp.py:2022-04-30 03:06:11,794:dtype : torch.float64
trainer_bp.py:2022-04-30 03:06:11,794:dataset : bp
trainer_bp.py:2022-04-30 03:06:11,794:static_dim : 147
trainer_bp.py:2022-04-30 03:06:11,794:num_tasks_training : 24694
trainer_bp.py:2022-04-30 03:06:11,794:num_tasks_test : 6180
trainer_bp.py:2022-04-30 03:06:11,794:steps_ahead : 3
trainer_bp.py:2022-04-30 03:06:11,794:device : cuda
trainer_bp.py:2022-04-30 03:06:11,794:model_type : lstm
trainer_bp.py:2022-04-30 03:06:11,794:early_stop_diff : 0.0
trainer_bp.py:2022-04-30 03:06:11,794:es_epoch : 3
trainer_bp.py:2022-04-30 03:06:11,794:epochs_maml : 50
trainer_bp.py:2022-04-30 03:06:11,794:epochs_baseline : 50
trainer_bp.py:2022-04-30 03:06:11,794:meta_batch_size : 10
trainer_bp.py:2022-04-30 03:06:11,795:shots : 10
trainer_bp.py:2022-04-30 03:06:11,795:hidden_dim : 64
trainer_bp.py:2022-04-30 03:06:11,795:adapt_steps : 10
trainer_bp.py:2022-04-30 03:06:11,795:window_size : 1
trainer_bp.py:2022-04-30 03:06:11,795:fits : (0, 10)
trainer_bp.py:2022-04-30 03:06:11,795:adapt_lr : 0.01
trainer_bp.py:2022-04-30 03:06:11,795:meta_lr : 0.001
trainer_bp.py:2022-04-30 03:06:11,795:lr : 0.001
trainer_bp.py:2022-04-30 03:06:11,795:baseline_finetune_lr : 0.0001
trainer_bp.py:2022-04-30 03:06:11,795:batch_size : 32
trainer_bp.py:2022-04-30 03:06:11,795:save_models : False
trainer_bp.py:2022-04-30 03:06:11,795:log_dir : w_static_bp_3
trainer_bp.py:2022-04-30 03:06:11,795:debugging : False
trainer_bp.py:2022-04-30 03:06:11,795:swap_support_query : False
trainer_bp.py:2022-04-30 03:06:11,795:seed : 0
trainer_bp.py:2022-04-30 03:06:11,795:model : baseline
trainer_bp.py:2022-04-30 03:06:11,795:maml_bias : tensor([ 0.0202, -0.1229,  0.0527], requires_grad=True)
trainer_bp.py:2022-04-30 03:06:11,795:tb_dir : runs/w_static_bp_3/20220429-143922
trainer_bp.py:2022-04-30 03:06:11,795:baseline_bias : tensor([ 0.0202, -0.1229,  0.0527], requires_grad=True)
trainer_bp.py:2022-04-30 03:06:11,795:num_params : 25095
trainer_bp.py:2022-04-30 03:06:11,795:test_instance : 6179
trainer_bp.py:2022-04-30 03:06:11,795:-----params-----
trainer_bp.py:2022-04-30 03:06:11,796:mae maml 0 : 8.304279562632507 : 4.24870267610239
trainer_bp.py:2022-04-30 03:06:11,796:rmse maml 0 : 10.181393049520393 : 5.570505469108752
trainer_bp.py:2022-04-30 03:06:11,797:mae maml 10 : 7.0695126807021715 : 3.4058233085038054
trainer_bp.py:2022-04-30 03:06:11,798:rmse maml 10 : 8.914095316893606 : 4.982946293765117
trainer_bp.py:2022-04-30 03:06:11,798:mae baseline 0 : 7.745869415545972 : 3.573483858947684
trainer_bp.py:2022-04-30 03:06:11,799:rmse baseline 0 : 9.671698768432845 : 5.1851388046360265
trainer_bp.py:2022-04-30 03:06:11,800:mae baseline 10 : 7.374946052796134 : 3.5719616280280193
trainer_bp.py:2022-04-30 03:06:11,800:rmse baseline 10 : 9.32159095876984 : 5.251275013806602
w_static.py:2022-04-30 03:06:11,801:----------end-of-run----------
w_static.py:2022-04-30 03:06:26,533:----------start-of-run----------
data_utils.py:2022-04-30 03:06:33,036:# all trajectories: 24694
trainer_bp.py:2022-04-30 03:06:40,273:Using 18520 instances for training
trainer_bp.py:2022-04-30 03:06:40,273:Using 6174 instances for validation
trainer_bp.py:2022-04-30 03:06:40,970:Epoch:  1
trainer_bp.py:2022-04-30 03:06:43,102:Iteration: 0, Meta Train Loss 0.046505143447944916
trainer_bp.py:2022-04-30 03:06:55,068:Iteration: 0, val loss 0.05383351908804568
trainer_bp.py:2022-04-30 03:09:51,333:Iteration: 100, Meta Train Loss 0.0023300262546982415
trainer_bp.py:2022-04-30 03:10:03,388:Iteration: 100, val loss 0.002467518609623332
trainer_bp.py:2022-04-30 03:12:57,716:Iteration: 200, Meta Train Loss 0.0014079442009441246
trainer_bp.py:2022-04-30 03:13:10,014:Iteration: 200, val loss 0.002184998945874369
trainer_bp.py:2022-04-30 03:16:05,108:Iteration: 300, Meta Train Loss 0.0008832800516734064
trainer_bp.py:2022-04-30 03:16:17,288:Iteration: 300, val loss 0.0020102992740780364
trainer_bp.py:2022-04-30 03:19:11,175:Iteration: 400, Meta Train Loss 0.002260682839824507
trainer_bp.py:2022-04-30 03:19:23,473:Iteration: 400, val loss 0.001952753728441716
trainer_bp.py:2022-04-30 03:22:18,436:Iteration: 500, Meta Train Loss 0.0009535701416892164
trainer_bp.py:2022-04-30 03:22:30,604:Iteration: 500, val loss 0.0018410073363189518
trainer_bp.py:2022-04-30 03:25:25,895:Iteration: 600, Meta Train Loss 0.0015501043949681325
trainer_bp.py:2022-04-30 03:25:38,112:Iteration: 600, val loss 0.0018223393666015602
trainer_bp.py:2022-04-30 03:28:34,059:Iteration: 700, Meta Train Loss 0.0007474177215736166
trainer_bp.py:2022-04-30 03:28:46,160:Iteration: 700, val loss 0.001698806272268961
trainer_bp.py:2022-04-30 03:31:41,501:Iteration: 800, Meta Train Loss 0.0010804340970372622
trainer_bp.py:2022-04-30 03:31:53,568:Iteration: 800, val loss 0.00184298163397584
trainer_bp.py:2022-04-30 03:34:49,510:Iteration: 900, Meta Train Loss 0.000630794476112006
trainer_bp.py:2022-04-30 03:35:01,581:Iteration: 900, val loss 0.0016968842715494
trainer_bp.py:2022-04-30 03:37:58,329:Iteration: 1000, Meta Train Loss 0.0008316436883906877
trainer_bp.py:2022-04-30 03:38:10,517:Iteration: 1000, val loss 0.001558609236031868
trainer_bp.py:2022-04-30 03:41:09,799:Iteration: 1100, Meta Train Loss 0.0007288320468176303
trainer_bp.py:2022-04-30 03:41:22,304:Iteration: 1100, val loss 0.0015550217645721373
trainer_bp.py:2022-04-30 03:44:18,512:Iteration: 1200, Meta Train Loss 0.000947960561924689
trainer_bp.py:2022-04-30 03:44:30,629:Iteration: 1200, val loss 0.00150007504520919
trainer_bp.py:2022-04-30 03:47:26,174:Iteration: 1300, Meta Train Loss 0.001198518688910224
trainer_bp.py:2022-04-30 03:47:38,204:Iteration: 1300, val loss 0.001526543966629221
trainer_bp.py:2022-04-30 03:50:34,247:Iteration: 1400, Meta Train Loss 0.0010912016755234883
trainer_bp.py:2022-04-30 03:50:46,401:Iteration: 1400, val loss 0.0015229049073728677
trainer_bp.py:2022-04-30 03:53:40,907:Iteration: 1500, Meta Train Loss 0.0005517640998921131
trainer_bp.py:2022-04-30 03:53:52,989:Iteration: 1500, val loss 0.001481011055146823
trainer_bp.py:2022-04-30 03:56:48,417:Iteration: 1600, Meta Train Loss 0.0017654235626805973
trainer_bp.py:2022-04-30 03:57:00,474:Iteration: 1600, val loss 0.0015080768619896343
trainer_bp.py:2022-04-30 03:59:55,941:Iteration: 1700, Meta Train Loss 0.0009783747176757515
trainer_bp.py:2022-04-30 04:00:08,072:Iteration: 1700, val loss 0.0014785275237793418
trainer_bp.py:2022-04-30 04:03:03,989:Iteration: 1800, Meta Train Loss 0.0012895671108835893
trainer_bp.py:2022-04-30 04:03:16,534:Iteration: 1800, val loss 0.0014694026084468373
trainer_bp.py:2022-04-30 04:04:45,875:Epoch:  2
trainer_bp.py:2022-04-30 04:04:47,639:Iteration: 0, Meta Train Loss 0.0008121397672687029
trainer_bp.py:2022-04-30 04:04:59,654:Iteration: 0, val loss 0.0014693120384278455
trainer_bp.py:2022-04-30 04:07:55,657:Iteration: 100, Meta Train Loss 0.0016449207121517501
trainer_bp.py:2022-04-30 04:08:07,741:Iteration: 100, val loss 0.0014465970176417064
trainer_bp.py:2022-04-30 04:11:01,542:Iteration: 200, Meta Train Loss 0.0009470132633605526
trainer_bp.py:2022-04-30 04:11:13,637:Iteration: 200, val loss 0.0014296537668629656
trainer_bp.py:2022-04-30 04:14:10,055:Iteration: 300, Meta Train Loss 0.0012986674352348255
trainer_bp.py:2022-04-30 04:14:22,140:Iteration: 300, val loss 0.0014470707027792282
trainer_bp.py:2022-04-30 04:17:18,644:Iteration: 400, Meta Train Loss 0.0008095888688045016
trainer_bp.py:2022-04-30 04:17:30,684:Iteration: 400, val loss 0.0014150956280992973
trainer_bp.py:2022-04-30 04:20:27,727:Iteration: 500, Meta Train Loss 0.0009244427436822028
trainer_bp.py:2022-04-30 04:20:40,200:Iteration: 500, val loss 0.001521351175056975
trainer_bp.py:2022-04-30 04:23:37,453:Iteration: 600, Meta Train Loss 0.0004947621905356236
trainer_bp.py:2022-04-30 04:23:49,468:Iteration: 600, val loss 0.0014187859315733635
trainer_bp.py:2022-04-30 04:26:45,527:Iteration: 700, Meta Train Loss 0.000843606198752501
trainer_bp.py:2022-04-30 04:26:57,675:Iteration: 700, val loss 0.0014246571146525116
trainer_bp.py:2022-04-30 04:29:52,899:Iteration: 800, Meta Train Loss 0.0036489206853421736
trainer_bp.py:2022-04-30 04:30:05,019:Iteration: 800, val loss 0.0014224184181031874
trainer_bp.py:2022-04-30 04:33:00,294:Iteration: 900, Meta Train Loss 0.0015437461440291564
trainer_bp.py:2022-04-30 04:33:12,444:Iteration: 900, val loss 0.0014578142061998079
trainer_bp.py:2022-04-30 04:36:09,553:Iteration: 1000, Meta Train Loss 0.0018787493527025571
trainer_bp.py:2022-04-30 04:36:21,733:Iteration: 1000, val loss 0.0014218223692560495
trainer_bp.py:2022-04-30 04:39:17,805:Iteration: 1100, Meta Train Loss 0.0009184637632922613
trainer_bp.py:2022-04-30 04:39:29,934:Iteration: 1100, val loss 0.001438186365873968
trainer_bp.py:2022-04-30 04:42:31,345:Iteration: 1200, Meta Train Loss 0.0006011259109672461
trainer_bp.py:2022-04-30 04:42:43,445:Iteration: 1200, val loss 0.0014089048818265578
trainer_bp.py:2022-04-30 04:45:40,412:Iteration: 1300, Meta Train Loss 0.0011465282197082591
trainer_bp.py:2022-04-30 04:45:52,499:Iteration: 1300, val loss 0.0014058404011515447
trainer_bp.py:2022-04-30 04:48:49,006:Iteration: 1400, Meta Train Loss 0.0007652478826766725
trainer_bp.py:2022-04-30 04:49:01,239:Iteration: 1400, val loss 0.0014364237552123254
trainer_bp.py:2022-04-30 04:51:57,431:Iteration: 1500, Meta Train Loss 0.0007033805248683006
trainer_bp.py:2022-04-30 04:52:09,476:Iteration: 1500, val loss 0.001408462388763792
trainer_bp.py:2022-04-30 04:55:05,574:Iteration: 1600, Meta Train Loss 0.0010250793782003145
trainer_bp.py:2022-04-30 04:55:17,600:Iteration: 1600, val loss 0.0014112866658414812
trainer_bp.py:2022-04-30 04:58:14,774:Iteration: 1700, Meta Train Loss 0.0006162962127027994
trainer_bp.py:2022-04-30 04:58:26,828:Iteration: 1700, val loss 0.0013919642201577582
trainer_bp.py:2022-04-30 05:01:22,751:Iteration: 1800, Meta Train Loss 0.0009827182064125965
trainer_bp.py:2022-04-30 05:01:34,924:Iteration: 1800, val loss 0.0014318090387475915
trainer_bp.py:2022-04-30 05:03:04,544:Epoch:  3
trainer_bp.py:2022-04-30 05:03:06,310:Iteration: 0, Meta Train Loss 0.0008554938616875981
trainer_bp.py:2022-04-30 05:03:18,392:Iteration: 0, val loss 0.00140314759404227
trainer_bp.py:2022-04-30 05:06:14,689:Iteration: 100, Meta Train Loss 0.0017377008271822097
trainer_bp.py:2022-04-30 05:06:26,757:Iteration: 100, val loss 0.001451680336045502
trainer_bp.py:2022-04-30 05:09:25,124:Iteration: 200, Meta Train Loss 0.0008417344030151345
trainer_bp.py:2022-04-30 05:09:37,141:Iteration: 200, val loss 0.0016305512610207897
trainer_bp.py:2022-04-30 05:12:31,658:Iteration: 300, Meta Train Loss 0.0005917706608866809
trainer_bp.py:2022-04-30 05:12:44,209:Iteration: 300, val loss 0.0013921521772912722
trainer_bp.py:2022-04-30 05:15:39,393:Iteration: 400, Meta Train Loss 0.0009149178080958835
trainer_bp.py:2022-04-30 05:15:51,432:Iteration: 400, val loss 0.0013847955689250987
trainer_bp.py:2022-04-30 05:18:47,980:Iteration: 500, Meta Train Loss 0.0006521063929146348
trainer_bp.py:2022-04-30 05:19:00,032:Iteration: 500, val loss 0.0014112680068081214
trainer_bp.py:2022-04-30 05:21:55,697:Iteration: 600, Meta Train Loss 0.0014335250617177051
trainer_bp.py:2022-04-30 05:22:07,843:Iteration: 600, val loss 0.0013770844437371987
trainer_bp.py:2022-04-30 05:25:01,968:Iteration: 700, Meta Train Loss 0.0004990990906785515
trainer_bp.py:2022-04-30 05:25:14,078:Iteration: 700, val loss 0.0014756977929286795
trainer_bp.py:2022-04-30 05:28:08,626:Iteration: 800, Meta Train Loss 0.001315853823978315
trainer_bp.py:2022-04-30 05:28:21,172:Iteration: 800, val loss 0.0014214279155693892
trainer_bp.py:2022-04-30 05:31:15,970:Iteration: 900, Meta Train Loss 0.0010906353384760193
trainer_bp.py:2022-04-30 05:31:28,013:Iteration: 900, val loss 0.0013951073948624245
trainer_bp.py:2022-04-30 05:34:26,892:Iteration: 1000, Meta Train Loss 0.0009660194417336313
trainer_bp.py:2022-04-30 05:34:38,935:Iteration: 1000, val loss 0.0013960705359730404
trainer_bp.py:2022-04-30 05:37:33,584:Iteration: 1100, Meta Train Loss 0.0008316216951740603
trainer_bp.py:2022-04-30 05:37:45,624:Iteration: 1100, val loss 0.001391036788057321
trainer_bp.py:2022-04-30 05:40:42,665:Iteration: 1200, Meta Train Loss 0.0009861691555981477
trainer_bp.py:2022-04-30 05:40:54,724:Iteration: 1200, val loss 0.0013683932314403793
trainer_bp.py:2022-04-30 05:43:50,178:Iteration: 1300, Meta Train Loss 0.0008738638433772822
trainer_bp.py:2022-04-30 05:44:02,236:Iteration: 1300, val loss 0.001446854192880385
trainer_bp.py:2022-04-30 05:46:59,322:Iteration: 1400, Meta Train Loss 0.0020351730558710863
trainer_bp.py:2022-04-30 05:47:11,300:Iteration: 1400, val loss 0.0013947585047375517
trainer_bp.py:2022-04-30 05:50:08,445:Iteration: 1500, Meta Train Loss 0.001170304826571256
trainer_bp.py:2022-04-30 05:50:20,908:Iteration: 1500, val loss 0.0015111487763137042
trainer_bp.py:2022-04-30 05:53:18,302:Iteration: 1600, Meta Train Loss 0.0012621656567539962
trainer_bp.py:2022-04-30 05:53:30,365:Iteration: 1600, val loss 0.0013856116226632345
trainer_bp.py:2022-04-30 05:56:31,215:Iteration: 1700, Meta Train Loss 0.0007130419133567738
trainer_bp.py:2022-04-30 05:56:43,356:Iteration: 1700, val loss 0.001381924583653958
trainer_bp.py:2022-04-30 05:59:40,587:Iteration: 1800, Meta Train Loss 0.0013941650597900947
trainer_bp.py:2022-04-30 05:59:52,633:Iteration: 1800, val loss 0.00138044222198929
trainer_bp.py:2022-04-30 06:01:23,193:Epoch:  4
trainer_bp.py:2022-04-30 06:01:23,194:saving model for the first time!
trainer_bp.py:2022-04-30 06:01:24,965:Iteration: 0, Meta Train Loss 0.0007503846523135327
trainer_bp.py:2022-04-30 06:01:37,098:Iteration: 0, val loss 0.001428587922453937
trainer_bp.py:2022-04-30 06:04:33,531:Iteration: 100, Meta Train Loss 0.0009162513371990199
trainer_bp.py:2022-04-30 06:04:45,622:Iteration: 100, val loss 0.0013755585315199566
trainer_bp.py:2022-04-30 06:07:41,696:Iteration: 200, Meta Train Loss 0.0007721471800489195
trainer_bp.py:2022-04-30 06:07:54,233:Iteration: 200, val loss 0.0013798889260636172
trainer_bp.py:2022-04-30 06:10:50,456:Iteration: 300, Meta Train Loss 0.0004954088955222829
trainer_bp.py:2022-04-30 06:11:02,493:Iteration: 300, val loss 0.0013946618696208757
trainer_bp.py:2022-04-30 06:14:00,954:Iteration: 400, Meta Train Loss 0.0012259669625262907
trainer_bp.py:2022-04-30 06:14:13,012:Iteration: 400, val loss 0.001386602532550882
trainer_bp.py:2022-04-30 06:17:09,434:Iteration: 500, Meta Train Loss 0.0010584708369246758
trainer_bp.py:2022-04-30 06:17:21,536:Iteration: 500, val loss 0.0013809292129960474
trainer_bp.py:2022-04-30 06:20:17,173:Iteration: 600, Meta Train Loss 0.0010103753968703677
trainer_bp.py:2022-04-30 06:20:29,261:Iteration: 600, val loss 0.001362674312522653
trainer_bp.py:2022-04-30 06:23:25,899:Iteration: 700, Meta Train Loss 0.001690847909933453
trainer_bp.py:2022-04-30 06:23:37,941:Iteration: 700, val loss 0.0014459477164214004
trainer_bp.py:2022-04-30 06:26:32,249:Iteration: 800, Meta Train Loss 0.0008686667344023225
trainer_bp.py:2022-04-30 06:26:44,389:Iteration: 800, val loss 0.0013805653885091917
trainer_bp.py:2022-04-30 06:29:41,295:Iteration: 900, Meta Train Loss 0.0010290961702175358
trainer_bp.py:2022-04-30 06:29:53,346:Iteration: 900, val loss 0.0014348367966362302
trainer_bp.py:2022-04-30 06:32:52,190:Iteration: 1000, Meta Train Loss 0.0007461717565986227
trainer_bp.py:2022-04-30 06:33:04,251:Iteration: 1000, val loss 0.0013867015427101006
trainer_bp.py:2022-04-30 06:36:01,641:Iteration: 1100, Meta Train Loss 0.000492366725835837
trainer_bp.py:2022-04-30 06:36:13,673:Iteration: 1100, val loss 0.0013587716234815213
trainer_bp.py:2022-04-30 06:39:09,357:Iteration: 1200, Meta Train Loss 0.0009120445886980758
trainer_bp.py:2022-04-30 06:39:21,446:Iteration: 1200, val loss 0.0013679324874483626
trainer_bp.py:2022-04-30 06:42:21,171:Iteration: 1300, Meta Train Loss 0.001061839807274149
trainer_bp.py:2022-04-30 06:42:33,353:Iteration: 1300, val loss 0.0014112290047046381
trainer_bp.py:2022-04-30 06:45:31,331:Iteration: 1400, Meta Train Loss 0.000435903320200146
trainer_bp.py:2022-04-30 06:45:43,521:Iteration: 1400, val loss 0.00139225377567538
trainer_bp.py:2022-04-30 06:48:40,102:Iteration: 1500, Meta Train Loss 0.0008439979724582561
trainer_bp.py:2022-04-30 06:48:52,182:Iteration: 1500, val loss 0.0013654854011291315
trainer_bp.py:2022-04-30 06:51:50,624:Iteration: 1600, Meta Train Loss 0.0009318599402343428
trainer_bp.py:2022-04-30 06:52:02,696:Iteration: 1600, val loss 0.0013732323313474341
trainer_bp.py:2022-04-30 06:54:58,424:Iteration: 1700, Meta Train Loss 0.0011750493997662501
trainer_bp.py:2022-04-30 06:55:10,480:Iteration: 1700, val loss 0.0014164076943710422
trainer_bp.py:2022-04-30 06:58:07,212:Iteration: 1800, Meta Train Loss 0.0009136156227114025
trainer_bp.py:2022-04-30 06:58:19,376:Iteration: 1800, val loss 0.001380487817194581
trainer_bp.py:2022-04-30 06:59:49,787:Epoch:  5
trainer_bp.py:2022-04-30 06:59:51,571:Iteration: 0, Meta Train Loss 0.0015923092135147329
trainer_bp.py:2022-04-30 07:00:04,236:Iteration: 0, val loss 0.0013715823530469904
trainer_bp.py:2022-04-30 07:03:02,089:Iteration: 100, Meta Train Loss 0.0006710726541459293
trainer_bp.py:2022-04-30 07:03:14,244:Iteration: 100, val loss 0.0013951846537694362
trainer_bp.py:2022-04-30 07:06:10,095:Iteration: 200, Meta Train Loss 0.0009482033004010316
trainer_bp.py:2022-04-30 07:06:22,228:Iteration: 200, val loss 0.0013853956965828487
trainer_bp.py:2022-04-30 07:09:17,225:Iteration: 300, Meta Train Loss 0.0017279203861871107
trainer_bp.py:2022-04-30 07:09:29,331:Iteration: 300, val loss 0.0013732395416696692
trainer_bp.py:2022-04-30 07:12:30,024:Iteration: 400, Meta Train Loss 0.0010340259897063696
trainer_bp.py:2022-04-30 07:12:42,109:Iteration: 400, val loss 0.0013575729222254263
trainer_bp.py:2022-04-30 07:15:39,188:Iteration: 500, Meta Train Loss 0.0012264813294651554
trainer_bp.py:2022-04-30 07:15:51,620:Iteration: 500, val loss 0.001388793517350439
trainer_bp.py:2022-04-30 07:18:49,131:Iteration: 600, Meta Train Loss 0.0009989238499270602
trainer_bp.py:2022-04-30 07:19:01,246:Iteration: 600, val loss 0.0013950848274478997
trainer_bp.py:2022-04-30 07:21:57,785:Iteration: 700, Meta Train Loss 0.0009354184302343672
trainer_bp.py:2022-04-30 07:22:09,881:Iteration: 700, val loss 0.0013516430135211768
trainer_bp.py:2022-04-30 07:25:06,261:Iteration: 800, Meta Train Loss 0.0010827711679923437
trainer_bp.py:2022-04-30 07:25:18,382:Iteration: 800, val loss 0.0013871041008340363
trainer_bp.py:2022-04-30 07:28:16,343:Iteration: 900, Meta Train Loss 0.0013959453553839827
trainer_bp.py:2022-04-30 07:28:28,373:Iteration: 900, val loss 0.0013814239146710298
trainer_bp.py:2022-04-30 07:31:26,767:Iteration: 1000, Meta Train Loss 0.001288473320275887
trainer_bp.py:2022-04-30 07:31:38,906:Iteration: 1000, val loss 0.0014284991797922292
trainer_bp.py:2022-04-30 07:34:34,758:Iteration: 1100, Meta Train Loss 0.0008487357581148849
trainer_bp.py:2022-04-30 07:34:46,857:Iteration: 1100, val loss 0.0013719226301817625
trainer_bp.py:2022-04-30 07:37:44,421:Iteration: 1200, Meta Train Loss 0.0006495545000543173
trainer_bp.py:2022-04-30 07:37:56,498:Iteration: 1200, val loss 0.0013655290992562663
trainer_bp.py:2022-04-30 07:40:52,991:Iteration: 1300, Meta Train Loss 0.0005321130956068702
trainer_bp.py:2022-04-30 07:41:05,004:Iteration: 1300, val loss 0.001376455272971978
trainer_bp.py:2022-04-30 07:44:03,848:Iteration: 1400, Meta Train Loss 0.000800921790446444
trainer_bp.py:2022-04-30 07:44:15,961:Iteration: 1400, val loss 0.0013641054346660154
trainer_bp.py:2022-04-30 07:47:11,387:Iteration: 1500, Meta Train Loss 0.0009654598647135415
trainer_bp.py:2022-04-30 07:47:23,452:Iteration: 1500, val loss 0.0014310496549495293
trainer_bp.py:2022-04-30 07:50:19,255:Iteration: 1600, Meta Train Loss 0.000978684767866377
trainer_bp.py:2022-04-30 07:50:31,352:Iteration: 1600, val loss 0.0013660636753550965
trainer_bp.py:2022-04-30 07:53:27,593:Iteration: 1700, Meta Train Loss 0.0004223247070015199
trainer_bp.py:2022-04-30 07:53:39,668:Iteration: 1700, val loss 0.001397097707444863
trainer_bp.py:2022-04-30 07:56:35,887:Iteration: 1800, Meta Train Loss 0.001095908425258752
trainer_bp.py:2022-04-30 07:56:48,025:Iteration: 1800, val loss 0.0014772458900270335
trainer_bp.py:2022-04-30 07:58:18,624:Epoch:  6
trainer_bp.py:2022-04-30 07:58:20,382:Iteration: 0, Meta Train Loss 0.0009280325969002567
trainer_bp.py:2022-04-30 07:58:32,492:Iteration: 0, val loss 0.001402794071799517
trainer_bp.py:2022-04-30 08:01:29,252:Iteration: 100, Meta Train Loss 0.0006509391435022719
trainer_bp.py:2022-04-30 08:01:41,356:Iteration: 100, val loss 0.0013728334970210534
trainer_bp.py:2022-04-30 08:04:37,428:Iteration: 200, Meta Train Loss 0.0009097953037032628
trainer_bp.py:2022-04-30 08:04:49,520:Iteration: 200, val loss 0.0013577730519178783
trainer_bp.py:2022-04-30 08:07:43,805:Iteration: 300, Meta Train Loss 0.0006298756288612224
trainer_bp.py:2022-04-30 08:07:56,349:Iteration: 300, val loss 0.0013895170905546654
trainer_bp.py:2022-04-30 08:10:53,499:Iteration: 400, Meta Train Loss 0.0006862421394242123
trainer_bp.py:2022-04-30 08:11:05,561:Iteration: 400, val loss 0.0014272061877547038
trainer_bp.py:2022-04-30 08:14:02,616:Iteration: 500, Meta Train Loss 0.0005870843332948873
trainer_bp.py:2022-04-30 08:14:14,704:Iteration: 500, val loss 0.001387236176275321
trainer_bp.py:2022-04-30 08:17:12,176:Iteration: 600, Meta Train Loss 0.0008414658492173676
trainer_bp.py:2022-04-30 08:17:24,213:Iteration: 600, val loss 0.0013928127103415057
trainer_bp.py:2022-04-30 08:20:21,580:Iteration: 700, Meta Train Loss 0.0013617335435502824
trainer_bp.py:2022-04-30 08:20:33,689:Iteration: 700, val loss 0.0014068970396363576
trainer_bp.py:2022-04-30 08:23:31,512:Iteration: 800, Meta Train Loss 0.0009452477963277812
trainer_bp.py:2022-04-30 08:23:44,121:Iteration: 800, val loss 0.0013622371340999673
trainer_bp.py:2022-04-30 08:26:40,431:Iteration: 900, Meta Train Loss 0.0009480685639549043
trainer_bp.py:2022-04-30 08:26:52,482:Iteration: 900, val loss 0.0016276512861068332
trainer_bp.py:2022-04-30 08:29:51,174:Iteration: 1000, Meta Train Loss 0.0006533281690554039
trainer_bp.py:2022-04-30 08:30:03,166:Iteration: 1000, val loss 0.0013599393107778606
trainer_bp.py:2022-04-30 08:32:58,871:Iteration: 1100, Meta Train Loss 0.000794460438052516
trainer_bp.py:2022-04-30 08:33:10,961:Iteration: 1100, val loss 0.0014104661212515828
trainer_bp.py:2022-04-30 08:36:07,849:Iteration: 1200, Meta Train Loss 0.001341705365705872
trainer_bp.py:2022-04-30 08:36:20,115:Iteration: 1200, val loss 0.0014342756347858136
trainer_bp.py:2022-04-30 08:39:16,314:Iteration: 1300, Meta Train Loss 0.0008364081752776858
trainer_bp.py:2022-04-30 08:39:28,532:Iteration: 1300, val loss 0.001365834778912305
trainer_bp.py:2022-04-30 08:42:26,402:Iteration: 1400, Meta Train Loss 0.001426853387427344
trainer_bp.py:2022-04-30 08:42:38,563:Iteration: 1400, val loss 0.0015106247739665895
trainer_bp.py:2022-04-30 08:45:36,411:Iteration: 1500, Meta Train Loss 0.001947351878085198
trainer_bp.py:2022-04-30 08:45:48,503:Iteration: 1500, val loss 0.0014278653934988587
trainer_bp.py:2022-04-30 08:48:44,749:Iteration: 1600, Meta Train Loss 0.0008916761659148025
trainer_bp.py:2022-04-30 08:48:56,873:Iteration: 1600, val loss 0.001379867009153323
trainer_bp.py:2022-04-30 08:51:51,544:Iteration: 1700, Meta Train Loss 0.0008255073121129025
