wo_static.py:2022-04-29 14:51:24,706:----------start-of-run----------
data_utils.py:2022-04-29 14:51:31,447:# all trajectories: 24694
trainer_bp.py:2022-04-29 14:51:38,807:Using 18520 instances for training
trainer_bp.py:2022-04-29 14:51:38,807:Using 6174 instances for validation
trainer_bp.py:2022-04-29 14:51:39,502:Epoch:  1
trainer_bp.py:2022-04-29 23:28:25,412:Iteration: 1700, Meta Train Loss 0.0012177722028302177
trainer_bp.py:2022-04-29 23:28:34,630:Iteration: 1700, val loss 0.0013997216602735457
trainer_bp.py:2022-04-29 23:31:21,584:Iteration: 1800, Meta Train Loss 0.0007786892160854465
trainer_bp.py:2022-04-29 23:31:30,834:Iteration: 1800, val loss 0.0013941533393171054
trainer_bp.py:2022-04-29 23:32:56,236:Epoch:  4
trainer_bp.py:2022-04-29 23:32:56,236:saving model for the first time!
trainer_bp.py:2022-04-29 23:32:57,921:Iteration: 0, Meta Train Loss 0.0005964270332158134
trainer_bp.py:2022-04-29 23:33:07,120:Iteration: 0, val loss 0.0014119686474733865
trainer_bp.py:2022-04-29 23:35:55,116:Iteration: 100, Meta Train Loss 0.00123519903222988
trainer_bp.py:2022-04-29 23:36:04,372:Iteration: 100, val loss 0.001464436501675075
trainer_bp.py:2022-04-29 23:38:52,223:Iteration: 200, Meta Train Loss 0.0008825635370558632
trainer_bp.py:2022-04-29 23:39:01,342:Iteration: 200, val loss 0.0015990034109758724
trainer_bp.py:2022-04-29 23:41:48,856:Iteration: 300, Meta Train Loss 0.0009811545661746529
trainer_bp.py:2022-04-29 23:41:58,118:Iteration: 300, val loss 0.0014098742611098624
trainer_bp.py:2022-04-29 23:44:47,714:Iteration: 400, Meta Train Loss 0.0010776774116559504
trainer_bp.py:2022-04-29 23:44:56,826:Iteration: 400, val loss 0.001394422336874526
trainer_bp.py:2022-04-29 23:47:44,089:Iteration: 500, Meta Train Loss 0.0005367145200799077
trainer_bp.py:2022-04-29 23:47:53,374:Iteration: 500, val loss 0.0014116796398536875
trainer_bp.py:2022-04-29 23:50:40,495:Iteration: 600, Meta Train Loss 0.0007430887361532888
trainer_bp.py:2022-04-29 23:50:49,653:Iteration: 600, val loss 0.001419057361680421
trainer_bp.py:2022-04-29 23:53:37,236:Iteration: 700, Meta Train Loss 0.0008154888446329147
trainer_bp.py:2022-04-29 23:53:46,394:Iteration: 700, val loss 0.0014079793306471075
trainer_bp.py:2022-04-29 23:56:33,537:Iteration: 800, Meta Train Loss 0.0007691758454169555
trainer_bp.py:2022-04-29 23:56:42,782:Iteration: 800, val loss 0.001404265910280273
trainer_bp.py:2022-04-29 23:59:30,354:Iteration: 900, Meta Train Loss 0.0007429001995358237
trainer_bp.py:2022-04-29 23:59:39,616:Iteration: 900, val loss 0.0014092402085693987
trainer_bp.py:2022-04-30 00:02:26,961:Iteration: 1000, Meta Train Loss 0.0008113600325808257
trainer_bp.py:2022-04-30 00:02:35,987:Iteration: 1000, val loss 0.0014297298376175032
trainer_bp.py:2022-04-30 00:05:24,261:Iteration: 1100, Meta Train Loss 0.0008107824322834598
trainer_bp.py:2022-04-30 00:05:33,395:Iteration: 1100, val loss 0.0014203427210872511
trainer_bp.py:2022-04-30 00:08:21,227:Iteration: 1200, Meta Train Loss 0.0017544639781468302
trainer_bp.py:2022-04-30 00:08:30,333:Iteration: 1200, val loss 0.0014648034329374402
trainer_bp.py:2022-04-30 00:11:17,810:Iteration: 1300, Meta Train Loss 0.0011477331943884215
trainer_bp.py:2022-04-30 00:11:26,953:Iteration: 1300, val loss 0.0014107062765031948
trainer_bp.py:2022-04-30 00:14:14,850:Iteration: 1400, Meta Train Loss 0.00085454957952846
trainer_bp.py:2022-04-30 00:14:24,102:Iteration: 1400, val loss 0.0014200154239143448
trainer_bp.py:2022-04-30 00:17:11,389:Iteration: 1500, Meta Train Loss 0.0008664027926615259
trainer_bp.py:2022-04-30 00:17:20,626:Iteration: 1500, val loss 0.0014167252760304324
trainer_bp.py:2022-04-30 00:20:08,604:Iteration: 1600, Meta Train Loss 0.0010483148314228594
trainer_bp.py:2022-04-30 00:20:17,722:Iteration: 1600, val loss 0.0013853235148996328
trainer_bp.py:2022-04-30 00:23:05,086:Iteration: 1700, Meta Train Loss 0.0008506700246840074
trainer_bp.py:2022-04-30 00:23:14,338:Iteration: 1700, val loss 0.0014362117080125392
trainer_bp.py:2022-04-30 00:26:03,447:Iteration: 1800, Meta Train Loss 0.0011217572833724081
trainer_bp.py:2022-04-30 00:26:12,687:Iteration: 1800, val loss 0.0014271848074490197
trainer_bp.py:2022-04-30 00:27:38,283:Epoch:  5
trainer_bp.py:2022-04-30 00:27:39,976:Iteration: 0, Meta Train Loss 0.0012714160191758432
trainer_bp.py:2022-04-30 00:27:49,106:Iteration: 0, val loss 0.0014409234277764933
trainer_bp.py:2022-04-30 00:30:35,918:Iteration: 100, Meta Train Loss 0.0005808178635390683
trainer_bp.py:2022-04-30 00:30:45,574:Iteration: 100, val loss 0.0013993903486229787
trainer_bp.py:2022-04-30 00:33:33,530:Iteration: 200, Meta Train Loss 0.0007841520994821407
trainer_bp.py:2022-04-30 00:33:42,735:Iteration: 200, val loss 0.001409925055086901
trainer_bp.py:2022-04-30 00:36:31,480:Iteration: 300, Meta Train Loss 0.0006177517856221198
trainer_bp.py:2022-04-30 00:36:40,646:Iteration: 300, val loss 0.0014065737744323366
trainer_bp.py:2022-04-30 00:39:32,044:Iteration: 400, Meta Train Loss 0.0009416222163470475
trainer_bp.py:2022-04-30 00:39:41,258:Iteration: 400, val loss 0.0014193132320455472
trainer_bp.py:2022-04-30 00:42:30,328:Iteration: 500, Meta Train Loss 0.0009691820823577726
trainer_bp.py:2022-04-30 00:42:39,474:Iteration: 500, val loss 0.001459657626666285
trainer_bp.py:2022-04-30 00:45:32,294:Iteration: 600, Meta Train Loss 0.0012553500189918987
trainer_bp.py:2022-04-30 00:45:41,540:Iteration: 600, val loss 0.001536166231564616
trainer_bp.py:2022-04-30 00:48:34,357:Iteration: 700, Meta Train Loss 0.0005769408180705544
trainer_bp.py:2022-04-30 00:48:43,537:Iteration: 700, val loss 0.0014391546765961365
trainer_bp.py:2022-04-30 00:51:35,637:Iteration: 800, Meta Train Loss 0.0007500624725616147
trainer_bp.py:2022-04-30 00:51:44,899:Iteration: 800, val loss 0.0014105765593616227
trainer_bp.py:2022-04-30 00:54:36,093:Iteration: 900, Meta Train Loss 0.0009056055019686544
trainer_bp.py:2022-04-30 00:54:45,719:Iteration: 900, val loss 0.001398445063403929
trainer_bp.py:2022-04-30 00:57:37,325:Iteration: 1000, Meta Train Loss 0.0010499581363470187
trainer_bp.py:2022-04-30 00:57:46,439:Iteration: 1000, val loss 0.0015198927536760475
trainer_bp.py:2022-04-30 01:00:41,769:Iteration: 1100, Meta Train Loss 0.0007340218320488694
trainer_bp.py:2022-04-30 01:00:51,005:Iteration: 1100, val loss 0.0014091351026656828
trainer_bp.py:2022-04-30 01:03:41,039:Iteration: 1200, Meta Train Loss 0.0007676057413154817
trainer_bp.py:2022-04-30 01:03:50,324:Iteration: 1200, val loss 0.0014831507431046947
trainer_bp.py:2022-04-30 01:06:40,703:Iteration: 1300, Meta Train Loss 0.0008294037819850883
trainer_bp.py:2022-04-30 01:06:49,966:Iteration: 1300, val loss 0.0014160631440508513
trainer_bp.py:2022-04-30 01:09:41,533:Iteration: 1400, Meta Train Loss 0.0008917705571671674
trainer_bp.py:2022-04-30 01:09:50,745:Iteration: 1400, val loss 0.001509548014088563
trainer_bp.py:2022-04-30 01:12:39,300:Iteration: 1500, Meta Train Loss 0.0007250903795002072
trainer_bp.py:2022-04-30 01:12:48,480:Iteration: 1500, val loss 0.001510267677400343
trainer_bp.py:2022-04-30 01:15:39,903:Iteration: 1600, Meta Train Loss 0.000685481453881012
trainer_bp.py:2022-04-30 01:15:49,087:Iteration: 1600, val loss 0.0014299568421694518
trainer_bp.py:2022-04-30 01:18:38,100:Iteration: 1700, Meta Train Loss 0.0014294008302844002
trainer_bp.py:2022-04-30 01:18:48,011:Iteration: 1700, val loss 0.0014281238970773739
trainer_bp.py:2022-04-30 01:21:38,036:Iteration: 1800, Meta Train Loss 0.0008732326384365283
trainer_bp.py:2022-04-30 01:21:47,284:Iteration: 1800, val loss 0.0014076270048977069
trainer_bp.py:2022-04-30 01:23:16,018:Epoch:  6
trainer_bp.py:2022-04-30 01:23:17,711:Iteration: 0, Meta Train Loss 0.0007228476033570692
trainer_bp.py:2022-04-30 01:23:26,911:Iteration: 0, val loss 0.0015062031709834976
trainer_bp.py:2022-04-30 01:26:18,592:Iteration: 100, Meta Train Loss 0.0010173931624360717
trainer_bp.py:2022-04-30 01:26:27,838:Iteration: 100, val loss 0.0015143132180286958
trainer_bp.py:2022-04-30 01:29:14,960:Iteration: 200, Meta Train Loss 0.001496680498602629
trainer_bp.py:2022-04-30 01:29:24,177:Iteration: 200, val loss 0.0014507767634602375
trainer_bp.py:2022-04-30 01:32:12,387:Iteration: 300, Meta Train Loss 0.0006673855095662509
trainer_bp.py:2022-04-30 01:32:21,642:Iteration: 300, val loss 0.0013994967211599834
trainer_bp.py:2022-04-30 01:35:08,743:Iteration: 400, Meta Train Loss 0.0006446489452437906
trainer_bp.py:2022-04-30 01:35:18,018:Iteration: 400, val loss 0.001400348458539515
trainer_bp.py:2022-04-30 01:38:04,498:Iteration: 500, Meta Train Loss 0.0008798388458076229
trainer_bp.py:2022-04-30 01:38:13,761:Iteration: 500, val loss 0.0014177386236534075
trainer_bp.py:2022-04-30 01:41:00,725:Iteration: 600, Meta Train Loss 0.0012597398817567476
trainer_bp.py:2022-04-30 01:41:10,450:Iteration: 600, val loss 0.0014491889818537102
trainer_bp.py:2022-04-30 01:43:57,454:Iteration: 700, Meta Train Loss 0.001225243421336489
trainer_bp.py:2022-04-30 01:44:06,702:Iteration: 700, val loss 0.0014818402436676556
trainer_bp.py:2022-04-30 01:46:53,734:Iteration: 800, Meta Train Loss 0.000980662488191965
trainer_bp.py:2022-04-30 01:47:02,957:Iteration: 800, val loss 0.0014541128671068456
trainer_bp.py:2022-04-30 01:49:49,897:Iteration: 900, Meta Train Loss 0.0006777441695114064
trainer_bp.py:2022-04-30 01:49:59,152:Iteration: 900, val loss 0.001479122371617324
trainer_bp.py:2022-04-30 01:52:45,832:Iteration: 1000, Meta Train Loss 0.0007924207847070984
trainer_bp.py:2022-04-30 01:52:54,986:Iteration: 1000, val loss 0.0014437752668675149
trainer_bp.py:2022-04-30 01:55:42,230:Iteration: 1100, Meta Train Loss 0.0005933767546515409
trainer_bp.py:2022-04-30 01:55:51,498:Iteration: 1100, val loss 0.0014218534238147544
trainer_bp.py:2022-04-30 01:58:38,325:Iteration: 1200, Meta Train Loss 0.0018099209841448277
trainer_bp.py:2022-04-30 01:58:47,516:Iteration: 1200, val loss 0.0016044105628914068
trainer_bp.py:2022-04-30 02:01:34,598:Iteration: 1300, Meta Train Loss 0.0012723487242793964
trainer_bp.py:2022-04-30 02:01:43,810:Iteration: 1300, val loss 0.0013982947926050465
trainer_bp.py:2022-04-30 02:04:30,847:Iteration: 1400, Meta Train Loss 0.000667752778231883
trainer_bp.py:2022-04-30 02:04:40,566:Iteration: 1400, val loss 0.001459700033513014
trainer_bp.py:2022-04-30 02:07:27,569:Iteration: 1500, Meta Train Loss 0.0005376029155707726
trainer_bp.py:2022-04-30 02:07:36,826:Iteration: 1500, val loss 0.0014990138639782995
trainer_bp.py:2022-04-30 02:10:24,277:Iteration: 1600, Meta Train Loss 0.0007995079611700854
trainer_bp.py:2022-04-30 02:10:33,378:Iteration: 1600, val loss 0.0014439930802327648
trainer_bp.py:2022-04-30 02:13:20,627:Iteration: 1700, Meta Train Loss 0.0010649767014252766
trainer_bp.py:2022-04-30 02:13:29,778:Iteration: 1700, val loss 0.001572852407905778
trainer_bp.py:2022-04-30 02:16:17,244:Iteration: 1800, Meta Train Loss 0.0009861399736508267
trainer_bp.py:2022-04-30 02:16:26,376:Iteration: 1800, val loss 0.0015053447041220266
trainer_bp.py:2022-04-30 02:17:51,582:Epoch:  7
trainer_bp.py:2022-04-30 02:17:51,583:Early stop at epoch: 6
trainer_bp.py:2022-04-30 02:17:51,584:Early stop loss: 0.0013941533393171054, val loss: 0.0015053447041220266
trainer_bp.py:2022-04-30 02:17:51,590:-------start-baseline-------
data_utils.py:2022-04-30 02:17:55,046:# all trajectories: 24694
trainer_bp.py:2022-04-30 02:17:55,053:Using 18520 instances for training
trainer_bp.py:2022-04-30 02:17:55,053:Using 6174 instances for validation
trainer_bp.py:2022-04-30 02:17:55,055:Epoch:  0
trainer_bp.py:2022-04-30 02:17:55,143:iteration: 0, baseline train loss 0.048858497289027226
trainer_bp.py:2022-04-30 02:18:04,367:Iteration: 0, baseline val loss 0.0456660486059652
trainer_bp.py:2022-04-30 02:18:09,553:iteration: 100, baseline train loss 0.0023460582068389707
trainer_bp.py:2022-04-30 02:18:18,783:Iteration: 100, baseline val loss 0.0030237330688301584
trainer_bp.py:2022-04-30 02:18:23,875:iteration: 200, baseline train loss 0.0015030231360465634
trainer_bp.py:2022-04-30 02:18:33,186:Iteration: 200, baseline val loss 0.0023497033995740347
trainer_bp.py:2022-04-30 02:18:38,337:iteration: 300, baseline train loss 0.002146761751073355
trainer_bp.py:2022-04-30 02:18:47,511:Iteration: 300, baseline val loss 0.0021041038089772567
trainer_bp.py:2022-04-30 02:18:52,645:iteration: 400, baseline train loss 0.0019202933930701337
trainer_bp.py:2022-04-30 02:19:01,855:Iteration: 400, baseline val loss 0.0019561309766719572
trainer_bp.py:2022-04-30 02:19:06,983:iteration: 500, baseline train loss 0.0013899954949306316
trainer_bp.py:2022-04-30 02:19:16,227:Iteration: 500, baseline val loss 0.0017501168152251573
trainer_bp.py:2022-04-30 02:19:20,222:Epoch:  1
trainer_bp.py:2022-04-30 02:19:20,290:iteration: 0, baseline train loss 0.0011535420816815932
trainer_bp.py:2022-04-30 02:19:29,404:Iteration: 0, baseline val loss 0.0015540837637717578
trainer_bp.py:2022-04-30 02:19:34,528:iteration: 100, baseline train loss 0.0014573274037624326
trainer_bp.py:2022-04-30 02:19:43,741:Iteration: 100, baseline val loss 0.0013843647275566422
trainer_bp.py:2022-04-30 02:19:48,817:iteration: 200, baseline train loss 0.0012092040798037254
trainer_bp.py:2022-04-30 02:19:58,090:Iteration: 200, baseline val loss 0.0012736043657240524
trainer_bp.py:2022-04-30 02:20:03,225:iteration: 300, baseline train loss 0.0020180885300031823
trainer_bp.py:2022-04-30 02:20:12,517:Iteration: 300, baseline val loss 0.0012627464384560342
trainer_bp.py:2022-04-30 02:20:17,685:iteration: 400, baseline train loss 0.0013010714585277102
trainer_bp.py:2022-04-30 02:20:26,961:Iteration: 400, baseline val loss 0.001311367882281428
trainer_bp.py:2022-04-30 02:20:32,165:iteration: 500, baseline train loss 0.0011452085696905543
trainer_bp.py:2022-04-30 02:20:41,374:Iteration: 500, baseline val loss 0.0012625727001371863
trainer_bp.py:2022-04-30 02:20:45,416:Epoch:  2
trainer_bp.py:2022-04-30 02:20:45,485:iteration: 0, baseline train loss 0.0012515339367568567
trainer_bp.py:2022-04-30 02:20:54,759:Iteration: 0, baseline val loss 0.0012389858545495298
trainer_bp.py:2022-04-30 02:20:59,895:iteration: 100, baseline train loss 0.0011843585818149928
trainer_bp.py:2022-04-30 02:21:09,056:Iteration: 100, baseline val loss 0.0012653759091478724
trainer_bp.py:2022-04-30 02:21:14,338:iteration: 200, baseline train loss 0.0012667783895625529
trainer_bp.py:2022-04-30 02:21:23,555:Iteration: 200, baseline val loss 0.001231488303220188
trainer_bp.py:2022-04-30 02:21:28,655:iteration: 300, baseline train loss 0.0010634800457459577
trainer_bp.py:2022-04-30 02:21:39,234:Iteration: 300, baseline val loss 0.00123503366061598
trainer_bp.py:2022-04-30 02:21:44,450:iteration: 400, baseline train loss 0.0016353384397789392
trainer_bp.py:2022-04-30 02:21:53,643:Iteration: 400, baseline val loss 0.0012283118421498869
trainer_bp.py:2022-04-30 02:21:58,835:iteration: 500, baseline train loss 0.001237230807594548
trainer_bp.py:2022-04-30 02:22:07,962:Iteration: 500, baseline val loss 0.001223028112482353
trainer_bp.py:2022-04-30 02:22:12,081:Epoch:  3
trainer_bp.py:2022-04-30 02:22:12,081:saving model for the first time!
trainer_bp.py:2022-04-30 02:22:12,164:iteration: 0, baseline train loss 0.0010009464654224711
trainer_bp.py:2022-04-30 02:22:21,297:Iteration: 0, baseline val loss 0.0012537459861123828
trainer_bp.py:2022-04-30 02:22:26,561:iteration: 100, baseline train loss 0.000985112359710481
trainer_bp.py:2022-04-30 02:22:35,774:Iteration: 100, baseline val loss 0.0012184452120316252
trainer_bp.py:2022-04-30 02:22:40,864:iteration: 200, baseline train loss 0.0011035265913897435
trainer_bp.py:2022-04-30 02:22:49,940:Iteration: 200, baseline val loss 0.0012201113934651403
trainer_bp.py:2022-04-30 02:22:55,075:iteration: 300, baseline train loss 0.001186355059494277
trainer_bp.py:2022-04-30 02:23:04,293:Iteration: 300, baseline val loss 0.0012387258474912076
trainer_bp.py:2022-04-30 02:23:09,559:iteration: 400, baseline train loss 0.0013090795703074019
trainer_bp.py:2022-04-30 02:23:18,789:Iteration: 400, baseline val loss 0.0012150508390063766
trainer_bp.py:2022-04-30 02:23:23,964:iteration: 500, baseline train loss 0.0014188045529735648
trainer_bp.py:2022-04-30 02:23:33,137:Iteration: 500, baseline val loss 0.0012170222875069329
trainer_bp.py:2022-04-30 02:23:37,177:Epoch:  4
trainer_bp.py:2022-04-30 02:23:37,245:iteration: 0, baseline train loss 0.0011364599761731053
trainer_bp.py:2022-04-30 02:23:46,477:Iteration: 0, baseline val loss 0.001225842177423492
trainer_bp.py:2022-04-30 02:23:51,663:iteration: 100, baseline train loss 0.0014978278183045682
trainer_bp.py:2022-04-30 02:24:00,901:Iteration: 100, baseline val loss 0.0012227135348235711
trainer_bp.py:2022-04-30 02:24:06,106:iteration: 200, baseline train loss 0.0014876474012793667
trainer_bp.py:2022-04-30 02:24:15,264:Iteration: 200, baseline val loss 0.0012208251612558295
trainer_bp.py:2022-04-30 02:24:20,467:iteration: 300, baseline train loss 0.0013854036534536513
trainer_bp.py:2022-04-30 02:24:29,594:Iteration: 300, baseline val loss 0.0012125502478148148
trainer_bp.py:2022-04-30 02:24:34,777:iteration: 400, baseline train loss 0.0009289459003215516
trainer_bp.py:2022-04-30 02:24:43,994:Iteration: 400, baseline val loss 0.0012125971647835886
trainer_bp.py:2022-04-30 02:24:49,139:iteration: 500, baseline train loss 0.0014579896864979393
trainer_bp.py:2022-04-30 02:24:58,283:Iteration: 500, baseline val loss 0.0012136019590587967
trainer_bp.py:2022-04-30 02:25:02,347:Epoch:  5
trainer_bp.py:2022-04-30 02:25:02,414:iteration: 0, baseline train loss 0.0010959482397100433
trainer_bp.py:2022-04-30 02:25:11,517:Iteration: 0, baseline val loss 0.0012103938340110561
trainer_bp.py:2022-04-30 02:25:16,675:iteration: 100, baseline train loss 0.0010470137026036127
trainer_bp.py:2022-04-30 02:25:25,827:Iteration: 100, baseline val loss 0.0012110199116698848
trainer_bp.py:2022-04-30 02:25:30,974:iteration: 200, baseline train loss 0.002530539160157655
trainer_bp.py:2022-04-30 02:25:40,139:Iteration: 200, baseline val loss 0.0012123168468644158
trainer_bp.py:2022-04-30 02:25:45,267:iteration: 300, baseline train loss 0.000860661493642647
trainer_bp.py:2022-04-30 02:25:54,467:Iteration: 300, baseline val loss 0.0012194972927976168
trainer_bp.py:2022-04-30 02:25:59,597:iteration: 400, baseline train loss 0.0010776951808658094
trainer_bp.py:2022-04-30 02:26:08,669:Iteration: 400, baseline val loss 0.0012089803794057088
trainer_bp.py:2022-04-30 02:26:13,795:iteration: 500, baseline train loss 0.0014520101614492636
trainer_bp.py:2022-04-30 02:26:23,985:Iteration: 500, baseline val loss 0.001208658142432976
trainer_bp.py:2022-04-30 02:26:28,032:Epoch:  6
trainer_bp.py:2022-04-30 02:26:28,033:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 02:26:28,099:iteration: 0, baseline train loss 0.0015648331428887454
trainer_bp.py:2022-04-30 02:26:37,241:Iteration: 0, baseline val loss 0.00120763930667722
trainer_bp.py:2022-04-30 02:26:42,402:iteration: 100, baseline train loss 0.0011556009714537008
trainer_bp.py:2022-04-30 02:26:51,585:Iteration: 100, baseline val loss 0.0012068590223356537
trainer_bp.py:2022-04-30 02:26:56,723:iteration: 200, baseline train loss 0.00107392123889011
trainer_bp.py:2022-04-30 02:27:05,841:Iteration: 200, baseline val loss 0.001203063291817946
trainer_bp.py:2022-04-30 02:27:11,005:iteration: 300, baseline train loss 0.0011266805489752647
trainer_bp.py:2022-04-30 02:27:20,133:Iteration: 300, baseline val loss 0.001204505545945132
trainer_bp.py:2022-04-30 02:27:25,265:iteration: 400, baseline train loss 0.000838206472360537
trainer_bp.py:2022-04-30 02:27:34,481:Iteration: 400, baseline val loss 0.0012065335481328994
trainer_bp.py:2022-04-30 02:27:39,591:iteration: 500, baseline train loss 0.0010451852116911172
trainer_bp.py:2022-04-30 02:27:48,779:Iteration: 500, baseline val loss 0.001210438928617582
trainer_bp.py:2022-04-30 02:27:52,782:Epoch:  7
trainer_bp.py:2022-04-30 02:27:52,847:iteration: 0, baseline train loss 0.0011460322948898963
trainer_bp.py:2022-04-30 02:28:02,024:Iteration: 0, baseline val loss 0.0012030888165634485
trainer_bp.py:2022-04-30 02:28:07,229:iteration: 100, baseline train loss 0.0009281070413196708
trainer_bp.py:2022-04-30 02:28:16,430:Iteration: 100, baseline val loss 0.0012068945851414989
trainer_bp.py:2022-04-30 02:28:21,516:iteration: 200, baseline train loss 0.0014528822268005672
trainer_bp.py:2022-04-30 02:28:30,642:Iteration: 200, baseline val loss 0.0012015268494686318
trainer_bp.py:2022-04-30 02:28:35,699:iteration: 300, baseline train loss 0.0011689725830186747
trainer_bp.py:2022-04-30 02:28:44,822:Iteration: 300, baseline val loss 0.0012031223156552123
trainer_bp.py:2022-04-30 02:28:49,920:iteration: 400, baseline train loss 0.0011344822742647377
trainer_bp.py:2022-04-30 02:28:59,085:Iteration: 400, baseline val loss 0.0012094948439964404
trainer_bp.py:2022-04-30 02:29:04,158:iteration: 500, baseline train loss 0.0013113943760163192
trainer_bp.py:2022-04-30 02:29:13,293:Iteration: 500, baseline val loss 0.0012051225766394483
trainer_bp.py:2022-04-30 02:29:17,303:Epoch:  8
trainer_bp.py:2022-04-30 02:29:17,370:iteration: 0, baseline train loss 0.0011413661348088258
trainer_bp.py:2022-04-30 02:29:26,565:Iteration: 0, baseline val loss 0.0011979538458915375
trainer_bp.py:2022-04-30 02:29:31,704:iteration: 100, baseline train loss 0.0021093569514958645
trainer_bp.py:2022-04-30 02:29:40,836:Iteration: 100, baseline val loss 0.0012046076909597856
trainer_bp.py:2022-04-30 02:29:46,004:iteration: 200, baseline train loss 0.001273793459071233
trainer_bp.py:2022-04-30 02:29:55,157:Iteration: 200, baseline val loss 0.0012013527165569782
trainer_bp.py:2022-04-30 02:30:00,270:iteration: 300, baseline train loss 0.0010566553990905801
trainer_bp.py:2022-04-30 02:30:09,438:Iteration: 300, baseline val loss 0.0011998555331025795
trainer_bp.py:2022-04-30 02:30:14,528:iteration: 400, baseline train loss 0.0010632052878265926
trainer_bp.py:2022-04-30 02:30:23,607:Iteration: 400, baseline val loss 0.0012007959198489556
trainer_bp.py:2022-04-30 02:30:28,732:iteration: 500, baseline train loss 0.0013486289049172762
trainer_bp.py:2022-04-30 02:30:37,925:Iteration: 500, baseline val loss 0.0012080564685013478
trainer_bp.py:2022-04-30 02:30:41,954:Epoch:  9
trainer_bp.py:2022-04-30 02:30:41,955:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 02:30:42,021:iteration: 0, baseline train loss 0.002072205661343317
trainer_bp.py:2022-04-30 02:30:51,174:Iteration: 0, baseline val loss 0.0012050557806282279
trainer_bp.py:2022-04-30 02:30:56,373:iteration: 100, baseline train loss 0.0013577825494160956
trainer_bp.py:2022-04-30 02:31:06,449:Iteration: 100, baseline val loss 0.001198385125241578
trainer_bp.py:2022-04-30 02:31:11,644:iteration: 200, baseline train loss 0.0010088472428766563
trainer_bp.py:2022-04-30 02:31:20,811:Iteration: 200, baseline val loss 0.0012033611250046445
trainer_bp.py:2022-04-30 02:31:26,024:iteration: 300, baseline train loss 0.0017375356217026942
trainer_bp.py:2022-04-30 02:31:35,194:Iteration: 300, baseline val loss 0.001194149705471179
trainer_bp.py:2022-04-30 02:31:40,365:iteration: 400, baseline train loss 0.001223945883733136
trainer_bp.py:2022-04-30 02:31:49,558:Iteration: 400, baseline val loss 0.0011957747549239874
trainer_bp.py:2022-04-30 02:31:54,762:iteration: 500, baseline train loss 0.0011704486498455833
trainer_bp.py:2022-04-30 02:32:03,940:Iteration: 500, baseline val loss 0.0012017667412462913
trainer_bp.py:2022-04-30 02:32:07,980:Epoch:  10
trainer_bp.py:2022-04-30 02:32:08,046:iteration: 0, baseline train loss 0.0009615404048483208
trainer_bp.py:2022-04-30 02:32:17,366:Iteration: 0, baseline val loss 0.001218525372909565
trainer_bp.py:2022-04-30 02:32:22,547:iteration: 100, baseline train loss 0.0012087332185462467
trainer_bp.py:2022-04-30 02:32:31,769:Iteration: 100, baseline val loss 0.0012020222501505568
trainer_bp.py:2022-04-30 02:32:36,916:iteration: 200, baseline train loss 0.0011449524495652226
trainer_bp.py:2022-04-30 02:32:46,071:Iteration: 200, baseline val loss 0.00119474660493649
trainer_bp.py:2022-04-30 02:32:51,230:iteration: 300, baseline train loss 0.001431189687679527
trainer_bp.py:2022-04-30 02:33:00,377:Iteration: 300, baseline val loss 0.001196585864951235
trainer_bp.py:2022-04-30 02:33:05,526:iteration: 400, baseline train loss 0.0012265564756152448
trainer_bp.py:2022-04-30 02:33:14,729:Iteration: 400, baseline val loss 0.001208569837912064
trainer_bp.py:2022-04-30 02:33:19,883:iteration: 500, baseline train loss 0.0017611809834370922
trainer_bp.py:2022-04-30 02:33:29,053:Iteration: 500, baseline val loss 0.001196302297406787
trainer_bp.py:2022-04-30 02:33:33,127:Epoch:  11
trainer_bp.py:2022-04-30 02:33:33,191:iteration: 0, baseline train loss 0.0010791810348121716
trainer_bp.py:2022-04-30 02:33:42,378:Iteration: 0, baseline val loss 0.0011974490479349296
trainer_bp.py:2022-04-30 02:33:47,509:iteration: 100, baseline train loss 0.0008981005255634689
trainer_bp.py:2022-04-30 02:33:56,660:Iteration: 100, baseline val loss 0.0012038129453840283
trainer_bp.py:2022-04-30 02:34:01,801:iteration: 200, baseline train loss 0.001078241575006274
trainer_bp.py:2022-04-30 02:34:10,947:Iteration: 200, baseline val loss 0.0011974550521512096
trainer_bp.py:2022-04-30 02:34:16,075:iteration: 300, baseline train loss 0.0014978725504928648
trainer_bp.py:2022-04-30 02:34:25,247:Iteration: 300, baseline val loss 0.00119033610947706
trainer_bp.py:2022-04-30 02:34:30,364:iteration: 400, baseline train loss 0.0010878676177118103
trainer_bp.py:2022-04-30 02:34:39,560:Iteration: 400, baseline val loss 0.001196099595750348
trainer_bp.py:2022-04-30 02:34:44,816:iteration: 500, baseline train loss 0.0015749586874772513
trainer_bp.py:2022-04-30 02:34:53,990:Iteration: 500, baseline val loss 0.0011947572159542307
trainer_bp.py:2022-04-30 02:34:58,075:Epoch:  12
trainer_bp.py:2022-04-30 02:34:58,075:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 02:34:58,150:iteration: 0, baseline train loss 0.001392031822172281
trainer_bp.py:2022-04-30 02:35:07,270:Iteration: 0, baseline val loss 0.0011967602418710953
trainer_bp.py:2022-04-30 02:35:12,377:iteration: 100, baseline train loss 0.0014843276110417622
